STATION_NO,STATUT,DATE_MAJ_ISO,STATIONNEMENT,OBJECTID,X_32187,Y_32187,LON_WGS84,LAT_WGS84,RUE_REVERSE
0508,Éteint,2025-12-31T21:15:39,Permis,720,249254.94799999986,5185860.876,-71.22781663748287,46.80998577522011,"106-140 Rue Arago E, Quebec, QC, G1K 3T8, CAN"
0509,Éteint,2025-12-31T21:15:39,Permis,892,249484.59499999974,5186016.107999999,-71.22482654214178,46.81140128103314,"241-325 Rue Arago E, Quebec, QC, G1K, CAN"
0510,Éteint,2025-12-31T21:15:39,Permis,841,249241.9589999998,5185957.145,-71.22799850582733,46.810850693920635,"185-195 Rue Christophe Colomb E, Quebec, QC, G1K, CAN"
0511,Éteint,2025-12-31T21:15:39,Permis,89,249173.4910000004,5185897.93,-71.22888839692783,46.81031230775358,"512-592 Rue Turgeon, Quebec, QC, G1K, CAN"
0512,Éteint,2025-12-31T21:15:39,Permis,717,249244.30700000003,5185889.301000001,-71.22795950685295,46.81024058956838,"525-569 Rue Nazaire Fortier, Quebec, QC, G1K, CAN"
0513,Éteint,2025-12-31T21:15:39,Permis,1142,249277.37299999967,5185917.26,-71.22752966284554,46.81049485333922,"562-596 Rue Horatio Nelson, Quebec, QC, G1K, CAN"
0514,Éteint,2025-12-31T21:15:39,Permis,92,249312.4759999998,5185938.673,-71.22707233187974,46.81069039960407,"560-584 Rue De Magellan, Quebec, QC, G1K, CAN"
0515,Éteint,2025-12-31T21:15:39,Permis,1141,249138.14800000004,5185965.312000001,-71.22935966090508,46.810915501623406,"Rue Richard Burke, Quebec, QC, G1K 3N6, CAN"
0516,Éteint,2025-12-31T21:15:39,Permis,719,249148.75600000005,5185824.66,-71.22920357042632,46.809651133148364,"508-594 Rue Jérôme, Quebec, QC, G1K, CAN"
0517,Éteint,2025-12-31T21:15:39,Permis,914,249034.80700000003,5185988.517999999,-71.23071649331177,46.81111561773213,"460-476 Boul Langelier, Quebec, QC, G1K, CAN"
0518,Éteint,2025-12-31T21:15:39,Permis,28,249320.4570000004,5186161.448000001,-71.22699476740785,46.812695067014765,"204-300 Boul Charest E, Quebec, QC, G1K, CAN"
0519,Éteint,2025-12-31T21:15:39,Permis,26,249552.16000000015,5186280.357999999,-71.22397317588243,46.8137839824217,"400-480 Boul Charest E, Quebec, QC, G1K, CAN"
0520,Éteint,2025-12-31T21:15:39,Permis,710,249808.1160000004,5186375.346999999,-71.22063079288526,46.81465963505424,"605-699 Boul Charest E, Quebec, QC, G1K 3J5, CAN"
0521,Éteint,2025-12-31T21:15:39,Permis,1039,249879.69400000013,5186260.215,-71.21967907166669,46.81362984951245,"556-590 Car Lépine, Quebec, QC, G1K, CAN"
0523,Éteint,2025-12-31T21:15:39,Permis,915,249207.48424999975,5186046.341875,-71.22846103823099,46.81165020248512,"145-181 Rue De Ste Hélène, Quebec, QC, G1K 6V4, CAN"
0526,Éteint,2025-12-31T21:15:39,Permis,706,249798.21899999958,5186166.903999999,-71.22073542318016,46.812783738857455,"584-700 Côte D'Abraham, Quebec, QC, G1K, CAN"
0527,Éteint,2025-12-31T21:15:39,Permis,216,249774.91999999993,5186595.002,-71.22109218192296,46.816632833506326,"707-783 Rue De La Salle, Quebec, QC, G1K, CAN"
0528,Éteint,2025-12-31T21:15:39,Permis,218,249428.37600000016,5185975.098999999,-71.22555818663118,46.81102771151824,"203-239 Rue Arago E, Quebec, QC, G1K 3T6, CAN"
0529,Éteint,2025-12-31T21:15:39,Permis,818,250328.88774999976,5186596.441749999,-71.21383330740441,46.816691288584046,"Rue St Nicolas, Quebec, QC, G1K, CAN"
0530,Éteint,2025-12-31T21:15:39,Permis,858,250285.06887499988,5186628.511875,-71.21441132003876,46.81697619777345,"Rue St Nicolas, Quebec, QC, G1K, CAN"
0531,Éteint,2025-12-31T21:15:39,Permis,391,249652.71999999974,5186258.041999999,-71.22265284692996,46.81359156275047,"502-582 Rue De Ste Hélène, Quebec, QC, G1K, CAN"
0532,Éteint,2025-12-31T21:15:39,Permis,709,249640.54899999965,5186262.751,-71.22281289081639,46.81363291619929,"467-475 Rue Du Parvis, Quebec, QC, G1K 9H7, CAN"
0534,Hors service,2025-12-31T21:15:39,Feu clignotant hors service,14,248907.28199999966,5187020.691,-71.23251344843543,46.82038997430904,"53-99 Rue De La Pointe Aux Lièvres, Quebec, QC, G1K, CAN"
0535,Éteint,2025-12-31T21:15:39,Permis,618,249109.41999999993,5186810.274,-71.22983889585993,46.8185140655427,"155-165 Rue De La Pointe Aux Lièvres, Quebec, QC, G1K, CAN"
0536,Hors service,2025-12-31T21:15:39,Feu clignotant hors service,331,249286.87712499965,5186783.204,-71.22751018567828,46.818285358748305,"415 Rue Des Embarcations, Québec, QC, G1K 8S6, CAN"
0537,Éteint,2025-12-31T21:15:39,Permis,1138,249413.98987499997,5186124.130375,-71.22576471361457,46.81236714905389,"251-299 Rue De Ste Hélène, Quebec, QC, G1K 3P3, CAN"
0538,Hors service,2025-12-31T21:15:39,Feu clignotant hors service,712,249954.55549999978,5186413.922374999,-71.218716583795,46.81501871094725,"715-787 Rue Ste Marguerite, Quebec, QC, G1K, CAN"
0539,Éteint,2025-12-31T21:15:39,Permis,708,249663.44387499988,5186183.649,-71.22250336939034,46.812923236915736,"495 Rue De La Couronne, Québec, QC, G1K 9A9, CAN"
0540,Éteint,2025-12-31T21:15:39,Permis,372,249643.12600000016,5186387.449999999,-71.22279415445966,46.81475487700543,"501-599 Rue St Joseph E, Quebec, QC, G1K 3B7, CAN"
0541,Éteint,2025-12-31T21:15:39,Permis,702,249815.41174999997,5186204.663875001,-71.22051468698454,46.813124831784215,"601-699 Rue St Vallier E, Quebec, QC, G1K 3P9, CAN"
0544,Éteint,2025-12-31T21:15:39,Permis,744,249552.32299999986,5186213.471875001,-71.22396296530769,46.81318231237609,"452-470 Rue De La Couronne, Quebec, QC, G1K 6G2, CAN"
0547,Éteint,2025-12-31T21:15:39,Permis,1274,249874.28137500025,5186502.147500001,-71.21977903210983,46.8158057429516,"700-798 Rue St Joseph E, Quebec, QC, G1K, CAN"
0592,Hors service,2025-12-31T21:15:39,Feu clignotant hors service,114,249739.0357499998,5185131.562124999,-71.22138635553796,46.8034652754231,"103-203 Grande Allée E, Quebec, QC, G1R, CAN"
0593,Éteint,2025-12-31T21:15:39,Permis,383,249882.47300000023,5185190.143999999,-71.21951427879873,46.804004086930796,"1220-1224 Av Taché, Quebec, QC, G1R, CAN"
0594,Éteint,2025-12-31T21:15:39,Permis,696,248541.01999999955,5184089.457,-71.23695293349908,46.79399087553014,"Av De Mérici, Quebec, QC, G1S, CAN"
0595,Éteint,2025-12-31T21:15:39,Permis,1317,249824.75100000016,5184979.924000001,-71.22024523528744,46.80210826187788,"120-390 Rue De Bernières, Quebec, QC, G1R, CAN"
0596,Éteint,2025-12-31T21:15:39,Permis,19,249897.0889999997,5185670.104,-71.21938035837393,46.808322848228556,"1089-1089 Rue Berthelot, Quebec, QC, G1R, CAN"
0597,Éteint,2025-12-31T21:15:39,Permis,297,250202.46475000028,5185705.973375,-71.2153836910538,46.80867059479056,"1020-1020 Rue Des Parlementaires, Quebec, QC, G1A 1A3, CAN"
0598,Éteint,2025-12-31T21:15:39,Permis,18,250182.07375000045,5185495.07975,-71.21562568780872,46.806771795918756,"601-695 Grande Allée E, Quebec, QC, G1R 2K4, CAN"
0599,Éteint,2025-12-31T21:15:39,Permis,87,250399.2910000002,5185565.823000001,-71.21278825633684,46.80742593763763,"830-900 Av Wilfrid Laurier, Quebec, QC, G1R, CAN"
0600,Éteint,2025-12-31T21:15:39,Permis,550,250175.99000000022,5185558.948000001,-71.2157130138763,46.80734583504948,"1129-1189 Rue D'Artigny, Quebec, QC, G1R, CAN"
0601,Éteint,2025-12-31T21:15:39,Permis,332,248445.96300000045,5184335.869999999,-71.23822832034905,46.79619949445957,"995-1197 Av Belvédère, Quebec, QC, G1S, CAN"
0602,Éteint,2025-12-31T21:15:39,Permis,1236,248622.46700000018,5184460.976,-71.2359316890798,46.79733979296057,"1000-1110 Av Des Laurentides, Quebec, QC, G1S, CAN"
0603,Éteint,2025-12-31T21:15:39,Permis,501,248700.48900000006,5184505.210000001,-71.23491509730722,46.79774427344823,"1010-1186 Av Murray, Quebec, QC, G1S, CAN"
0604,Éteint,2025-12-31T21:15:39,Permis,502,248768.392,5184558.528999999,-71.23403215238693,46.79822962034841,"1052-1180 Av De Bougainville, Quebec, QC, G1S, CAN"
0605,Éteint,2025-12-31T21:15:39,Permis,990,248848.55037499964,5184619.144375,-71.23298954569181,46.79878162436077,"1022-1190 Av Brown, Quebec, QC, G1S, CAN"
0606,Éteint,2025-12-31T21:15:39,Permis,991,248929.72699999996,5184704.540999999,-71.23193660221504,46.79955662762519,"1030-1070 Av Moncton, Quebec, QC, G1S 2Y8, CAN"
0607,Éteint,2025-12-31T21:15:39,Permis,1,249121.5650000004,5184843.800000001,-71.2294405425625,46.80082539661327,"1060-1182 Av Du Parc, Quebec, QC, G1S 2W7, CAN"
0608,Éteint,2025-12-31T21:15:39,Permis,489,249198.51599999983,5184900.241,-71.22843934831603,46.80133954045825,"1060-1142 Av Des Érables, Quebec, QC, G1R 2N2, CAN"
0609,Éteint,2025-12-31T21:15:39,Permis,992,249301.9500000002,5184982.016000001,-71.22709427509378,46.80208377600781,"1070-1124 Av De Bourlamaque, Quebec, QC, G1R, CAN"
0610,Hors service,2025-12-31T21:15:39,Feu clignotant hors service,490,249382.99199999962,5185161.555,-71.22605433997872,46.80370558635371,"1020-1040 Av Cartier, Quebec, QC, G1R 2S4, CAN"
0611,Éteint,2025-12-31T21:15:39,Permis,333,249539.81799999997,5185175.868000001,-71.22400155759304,46.80384735613556,"1081-1145 Av De Salaberry, Quebec, QC, G1R 2V7, CAN"
0612,Éteint,2025-12-31T21:15:39,Permis,1107,249646.58999999985,5185260.416999999,-71.22261296417548,46.8046167699585,"1050-1156 Av Louis St Laurent, Quebec, QC, G1R, CAN"
0613,Éteint,2025-12-31T21:15:39,Permis,993,249705.6710000001,5185289.23,-71.22184242313655,46.80488084612548,"1144-1200 Av Turnbull, Quebec, QC, G1R, CAN"
0614,Éteint,2025-12-31T21:15:39,Permis,2,249811.5990000004,5185379.4629999995,-71.22046551218232,46.805701295660384,"1150-1196 Rue De Claire Fontaine, Quebec, QC, G1R, CAN"
0615,Éteint,2025-12-31T21:15:39,Permis,282,250013.4419999998,5185556.786,-71.21784237339402,46.807313049295104,"1060-1098 Rue De La Chevrotière, Quebec, QC, G1R, CAN"
0616,Éteint,2025-12-31T21:15:39,Permis,931,249887.91399999987,5185438.3379999995,-71.21947276588294,46.80623720459328,"1150-1190 Rue De L'Amérique Française, Quebec, QC, G1R, CAN"
0617,Éteint,2025-12-31T21:15:39,Permis,930,249980.64400000032,5185412.2530000005,-71.21825476810216,46.806010183262146,"1140-1190 Rue De Senezergues, Quebec, QC, G1R, CAN"
0618,Éteint,2025-12-31T21:15:39,Permis,1106,250205.4620000003,5185502.549000001,-71.21532016115071,46.80684090231873,"1211-1281 Place George V O, Quebec, QC, G1R, CAN"
0619,Éteint,2025-12-31T21:15:39,Permis,994,250168.36899999995,5185699.629000001,-71.21582964954835,46.80861072985983,"1027-1055 Rue Louis Alexandre Taschereau, Quebec, QC, G1A, CAN"
0620,Éteint,2025-12-31T21:15:39,Permis,334,249900.79700000025,5185205.306,-71.21927604033831,46.804141988101044,"1221-1225 Av Taché, Quebec, QC, G1R, CAN"
0621,Éteint,2025-12-31T21:15:39,Permis,447,249717.49212499987,5185030.357625,-71.22165641369976,46.802553094692215,"1211-1221 Av Galipeault, Quebec, QC, G1R, CAN"
0622,Éteint,2025-12-31T21:15:39,Permis,657,249654.6540000001,5184936.290999999,-71.22246828348288,46.80170170961357,"61-97 Av Wilfrid Laurier, Quebec, QC, G1R, CAN"
0623,Éteint,2025-12-31T21:15:39,Permis,862,249747.73199999984,5185027.051000001,-71.22125986477658,46.802525846608404,"150-390 Av Wilfrid Laurier, Quebec, QC, G1R, CAN"
0624,Éteint,2025-12-31T21:15:39,Permis,117,249994.5700000003,5185231.228,-71.21805065193915,46.804382887719576,"410-560 Av Wilfrid Laurier, Quebec, QC, G1R, CAN"
0625,Éteint,2025-12-31T21:15:39,Permis,116,250147.20587499999,5185358.794875,-71.21606623423473,46.8055429652228,"600-690 Av Wilfrid Laurier, Quebec, QC, G1R, CAN"
0626,Éteint,2025-12-31T21:15:39,Permis,378,250118.26774999965,5185460.253625,-71.2164574719436,46.806453281813994,"592-692 Grande Allée E, Quebec, QC, G1R 2K5, CAN"
0628,Éteint,2025-12-31T21:15:39,Permis,694,249791.13999999966,5185401.772,-71.2207362273542,46.80590029225022,"271-333 Rue Jacques Parizeau, Quebec, QC, G1R, CAN"
0629,Éteint,2025-12-31T21:15:39,Permis,1245,249906.53024999984,5185475.68575,-71.2192333488805,46.80657470523143,"500-560 Rue Jacques Parizeau, Quebec, QC, G1R, CAN"
0630,Éteint,2025-12-31T21:15:39,Permis,80,250123.14412499964,5185577.698000001,-71.21640761232598,46.807510172094545,"600-690 Rue Jacques Parizeau, Quebec, QC, G1R 5E5, CAN"
0631,Éteint,2025-12-31T21:15:39,Permis,693,249971.34499999974,5185618.5030000005,-71.21840129757068,46.807864773980214,"557-585 Rue Du Bon Pasteur, Quebec, QC, G1R, CAN"
0632,Éteint,2025-12-31T21:15:39,Permis,81,249542.99299999978,5185296.902000001,-71.22397457028974,46.8049363993753,"75-99 Rue De Maisonneuve, Quebec, QC, G1R, CAN"
0633,Éteint,2025-12-31T21:15:39,Permis,379,249307.75399999972,5185081.446,-71.22703029141948,46.8029786966954,"105-197 Rue Fraser, Quebec, QC, G1R, CAN"
0634,Éteint,2025-12-31T21:15:39,Permis,945,248954.26800000016,5184793.846999999,-71.2316260166193,46.80036204833546,"375-497 Rue Fraser, Quebec, QC, G1S, CAN"
0635,Éteint,2025-12-31T21:15:39,Permis,380,249022.62100000028,5184762.581,-71.23072680213943,46.8000865108125,"401-495 Av Lemesurier, Quebec, QC, G1S, CAN"
0636,Éteint,2025-12-31T21:15:39,Permis,82,249096.09200000018,5184738.571,-71.22976143554467,46.79987666610873,"408-490 Rue Learmonth, Quebec, QC, G1S 1P6, CAN"
0637,Éteint,2025-12-31T21:15:39,Permis,83,249299.91399999987,5184871.33725,-71.22710753290781,46.801087978894635,"246-290 Rue Saunders, Quebec, QC, G1R, CAN"
0638,Éteint,2025-12-31T21:15:39,Permis,84,249411.87100000028,5184961.002,-71.22565174943206,46.80190388033084,"119-195 Rue Saunders, Quebec, QC, G1R, CAN"
0639,Éteint,2025-12-31T21:15:39,Permis,381,249331.5700000003,5185008.960000001,-71.22670951192977,46.80232861932949,"102-208 Rue Aberdeen, Quebec, QC, G1R 2C8, CAN"
0640,Éteint,2025-12-31T21:15:39,Permis,85,248534.11799999978,5184555.2129999995,-71.23710054817393,46.79818006760712,"801-829 Boul René Lévesque O, Quebec, QC, G1S, CAN"
0641,Éteint,2025-12-31T21:15:39,Permis,946,248886.35599999968,5184868.197000001,-71.2325247236235,46.80102518401564,"452-490 Boul René Lévesque O, Quebec, QC, G1S, CAN"
0642,Éteint,2025-12-31T21:15:39,Permis,947,249248.8839999996,5185138.788000001,-71.22780846776392,46.803489623573746,"115-195 Boul René Lévesque O, Quebec, QC, G1R, CAN"
0643,Éteint,2025-12-31T21:15:39,Permis,86,249543.98000000045,5185406.005999999,-71.2239748075573,46.80591794295038,"4-150 Boul René Lévesque E, Quebec, QC, G1R, CAN"
0644,Éteint,2025-12-31T21:15:39,Permis,382,249924.7162499996,5185284.707625,-71.2189721981775,46.80485822740461,"401-505 Grande Allée E, Quebec, QC, G1R 2J5, CAN"
0645,Éteint,2025-12-31T21:15:39,Permis,1133,250328.59200000018,5185535.198000001,-71.21371087551114,46.807144672865846,"1201-1225 Place George V E, Quebec, QC, G1R 6A2, CAN"
0646,Éteint,2025-12-31T21:15:39,Permis,872,249227.18699999992,5185513.164999999,-71.22813815163582,46.80685557852766,"784-798 Côte De Salaberry, Quebec, QC, G1R 5E3, CAN"
0647,Éteint,2025-12-31T21:15:39,Permis,1184,249365.09649999999,5185383.966375001,-71.2263157099312,46.80570483375615,"871-939 Av De Salaberry, Quebec, QC, G1R 2V2, CAN"
0648,Éteint,2025-12-31T21:15:39,Permis,761,249303.41249999963,5185278.076874999,-71.22711099955629,46.80474715787369,"953-999 Av Cartier, Quebec, QC, G1R, CAN"
0649,Éteint,2025-12-31T21:15:39,Permis,123,249074.44099999964,5185446.731000001,-71.23013123905949,46.80624521332544,"603-751 Rue Sherbrooke, Quebec, QC, G1R 1T2, CAN"
0650,Éteint,2025-12-31T21:15:39,Permis,871,248865.48599999957,5185299.551999999,-71.23285081118298,46.804903748026184,"210-264 Rue Des Franciscains, Quebec, QC, G1R 1J1, CAN"
0651,Éteint,2025-12-31T21:15:39,Permis,860,248706.9570000004,5185188.2469999995,-71.23491403657843,46.803889171721956,"710-740 Av Désy, Quebec, QC, G1S, CAN"
0652,Éteint,2025-12-31T21:15:39,Permis,124,248830.99799999967,5184983.934,-71.23326405316452,46.802061668778244,"915-995 Av Casot, Quebec, QC, G1S, CAN"
0653,Éteint,2025-12-31T21:15:39,Permis,571,248923.79499999993,5184985.665999999,-71.23204861017382,46.802085031258734,"974-994 Av De Manrèse, Quebec, QC, G1S, CAN"
0654,Éteint,2025-12-31T21:15:39,Permis,156,249050.3660000004,5185078.6850000005,-71.23040183522062,46.80293239072127,"960-990 Av Des Érables, Quebec, QC, G1R 2M7, CAN"
0655,Éteint,2025-12-31T21:15:39,Permis,869,249128.91899999976,5185189.389,-71.22938622200675,46.803934807414834,"936-948 Av De Bourlamaque, Quebec, QC, G1R, CAN"
0656,Éteint,2025-12-31T21:15:39,Permis,549,249149.51800000016,5185275.639,-71.22912684577683,46.804712401267615,"830-860 Rue De Candiac, Quebec, QC, G1R, CAN"
0657,Éteint,2025-12-31T21:15:39,Permis,867,248735.642,5184938.548,-71.23450767352016,46.801645382672,"810-890 Av Moncton, Quebec, QC, G1S, CAN"
0658,Éteint,2025-12-31T21:15:39,Permis,759,248703.8660000004,5184838.657,-71.23491170392431,46.80074412713566,"911-997 Av Brown, Quebec, QC, G1S, CAN"
0659,Éteint,2025-12-31T21:15:39,Permis,868,248582.62799999956,5184790.857000001,-71.23649403158275,46.80030392651842,"671-697 Rue Père Marquette, Quebec, QC, G1S, CAN"
0660,Éteint,2025-12-31T21:15:39,Permis,1186,248566.14012499992,5184913.510125,-71.23672507926814,46.801405879193744,"828-874 Rue Père Albanel, Quebec, QC, G1S, CAN"
0662,Éteint,2025-12-31T21:15:39,Permis,385,248370.86099999957,5184952.464,-71.23928802995242,46.801739798188784,"551-775 Av Murray, Quebec, QC, G1S, CAN"
0663,Éteint,2025-12-31T21:15:39,Permis,56,248345.25100000016,5185043.4969999995,-71.23963474536515,46.80255652953095,"551-775 Av Murray, Quebec, QC, G1S, CAN"
0664,Éteint,2025-12-31T21:15:39,Permis,425,248412.47499999963,5185061.892999999,-71.23875635967183,46.80272770091505,"551-775 Av Murray, Quebec, QC, G1S, CAN"
0665,Éteint,2025-12-31T21:15:39,Permis,298,248397.02699999977,5184741.332,-71.23891924997079,46.799842746302694,"806-890 Av De Bienville, Quebec, QC, G1S, CAN"
0666,Éteint,2025-12-31T21:15:39,Permis,122,248274.96300000045,5184687.187000001,-71.24051155498563,46.799345343267994,"833-895 Av De Lévis, Quebec, QC, G1S, CAN"
0667,Éteint,2025-12-31T21:15:39,Permis,125,248083.59999999963,5184888.198999999,-71.24304320103731,46.80113732487848,"620-780 Av Chouinard, Quebec, QC, G1S, CAN"
0668,Éteint,2025-12-31T21:15:39,Permis,852,248063.00700000022,5184825.991,-71.24330525982761,46.800575973519514,"615-785 Av Belvédère, Quebec, QC, G1S, CAN"
0669,Éteint,2025-12-31T21:15:39,Permis,1293,247980.09200000018,5184788.836999999,-71.2443868159185,46.80023469088488,"610-780 Av Calixa Lavallée, Quebec, QC, G1S, CAN"
0670,Éteint,2025-12-31T21:15:39,Permis,864,248476.70299999975,5184956.271,-71.23790196255435,46.8017829924418,"630-654 Ch Ste Foy, Quebec, QC, G1S 2J5, CAN"
0671,Éteint,2025-12-31T21:15:39,Permis,758,248827.8156249998,5185142.623,-71.23332514046942,46.80348891063345,"335-415 Ch Ste Foy, Quebec, QC, G1S, CAN"
0673,Éteint,2025-12-31T21:15:39,Permis,643,249108.96537499968,5185280.32725,-71.22965868780912,46.80475118932133,"150-190 Rue Dumont, Quebec, QC, G1R 0E5, CAN"
0674,Éteint,2025-12-31T21:15:39,Permis,155,248974.39300000016,5185130.9,-71.23140347504528,46.80339574221484,"317-375 Rue Père Marquette, Quebec, QC, G1S, CAN"
0675,Éteint,2025-12-31T21:15:39,Permis,757,248712.73400000017,5184912.285,-71.23480455250329,46.80140720391442,"510-546 Rue Père Marquette, Quebec, QC, G1S 1Z4, CAN"
0676,Éteint,2025-12-31T21:15:39,Permis,1182,248455.2209999999,5184708.801000001,-71.2381529300707,46.79955502852251,"706-744 Rue Père Marquette, Quebec, QC, G1S 2A2, CAN"
0677,Éteint,2025-12-31T21:15:39,Permis,570,249172.45600000024,5185207.275,-71.22881803370537,46.80409933698147,"164-198 Rue Crémazie O, Quebec, QC, G1R 1X7, CAN"
0678,Éteint,2025-12-31T21:15:39,Permis,865,248890.88300000038,5185315.916999999,-71.2325200876462,46.805053091619946,"210-264 Rue Des Franciscains, Quebec, QC, G1R 1J1, CAN"
0679,Éteint,2025-12-31T21:15:39,Permis,121,248703.6610000003,5185243.869000001,-71.2349640307666,46.80438924957827,"310-388 Rue Dolbeau, Quebec, QC, G1S, CAN"
0680,Éteint,2025-12-31T21:15:39,Permis,1187,248702.4539999999,5185289.265000001,-71.23498540537457,46.80479751378076,"307-389 Rue Jeanne D'Arc, Quebec, QC, G1S, CAN"
0681,Éteint,2025-12-31T21:15:39,Permis,569,249143.10387500003,5185293.8225,-71.22921308636575,46.804875438205336,"133-155 Rue Dumont, Quebec, QC, G1R 1T8, CAN"
0682,Éteint,2025-12-31T21:15:39,Permis,697,248032.77799999993,5184978.977,-71.24372021695397,46.80194960499918,"710-748 Côte De La Pente Douce, Quebec, QC, G1N, CAN"
0683,Éteint,2025-12-31T21:15:39,Permis,384,248232.96899999958,5184606.5600000005,-71.24105169545597,46.79861649209047,"851-899 Av Belvédère, Quebec, QC, G1S, CAN"
0684,Éteint,2025-12-31T21:15:39,Permis,948,248670.0700000003,5185159.823999999,-71.23539379341418,46.80363038482131,"404-500 Rue Des Franciscains, Quebec, QC, G1S, CAN"
0685,Éteint,2025-12-31T21:15:39,Permis,699,248483.18900000025,5184628.799000001,-71.23777672506668,46.79883772200957,"950-1000 Av De Bienville, Quebec, QC, G1S 3C7, CAN"
0686,Éteint,2025-12-31T21:15:39,Permis,236,249228.46762499958,5185427.867125001,-71.22811101974632,46.8060883759825,"25-101 Ch Ste Foy, Quebec, QC, G1R 1S9, CAN"
0687,Éteint,2025-12-31T21:15:39,Permis,1024,248461.22699999996,5184813.085999999,-71.23808708347192,46.800493645585924,"802-894 Av Murray, Quebec, QC, G1S, CAN"
0688,Éteint,2025-12-31T21:15:39,Permis,1290,249453.60862500034,5188322.409375001,-71.22551158690929,46.832145331284174,"1424-1600 Av Bergemont, Quebec, QC, G1J, CAN"
0689,Éteint,2025-12-31T21:15:39,Permis,1291,248718.36587500013,5188931.2585,-71.23522344450808,46.83756079291503,"420-540 25e Rue, Quebec, QC, G1J, CAN"
0690,Éteint,2025-12-31T21:15:39,Permis,1275,249358.07624999993,5185253.961999999,-71.22639193973745,46.804534776307584,"10-90 Boul René Lévesque O, Quebec, QC, G1R, CAN"
0699,Éteint,2025-12-31T21:15:39,Permis,1183,248268.95500000007,5185238.778999999,-71.2406583514652,46.80430674921787,"521-553 Rue Marie De L'Incarnation, Quebec, QC, G1N 2J3, CAN"
0700,Éteint,2025-12-31T21:15:39,Permis,1188,248967.59499999974,5185713.671,-71.23156360290797,46.80863756971614,"202-294 Rue Franklin, Quebec, QC, G1K 2G1, CAN"
0701,Éteint,2025-12-31T21:15:39,Permis,171,248684.47300000023,5185462.642000001,-71.23524222151825,46.806355636247794,"505-549 Rue Franklin, Quebec, QC, G1N 2L3, CAN"
0703,Éteint,2025-12-31T21:15:39,Permis,239,248636.54800000042,5185358.056,-71.23585726540355,46.805410784180935,"553-575 Rue Arago O, Quebec, QC, G1N, CAN"
0704,Éteint,2025-12-31T21:15:39,Permis,878,248906.15899999999,5185595.089,-71.23235404265205,46.80756570185392,"310-390 Rue Arago O, Quebec, QC, G1K, CAN"
0705,Éteint,2025-12-31T21:15:39,Permis,241,248922.267,5185569.7809999995,-71.23213991481849,46.8073393905467,"304-394 Rue Jolliet, Quebec, QC, G1K, CAN"
0706,Éteint,2025-12-31T21:15:39,Permis,760,249000.25299999956,5185667.263,-71.23113006903944,46.80822283444385,"221-259 Rue Arago O, Quebec, QC, G1K 2H9, CAN"
0707,Éteint,2025-12-31T21:15:39,Permis,1191,249040.54499999993,5185637.296,-71.23059852725896,46.80795663321669,"221-249 Rue Lavergne, Quebec, QC, G1K, CAN"
0708,Éteint,2025-12-31T21:15:39,Permis,1079,248898.14499999955,5185783.291999999,-71.23248202140236,46.80925803485833,"206-280 Rue Christophe Colomb O, Quebec, QC, G1K, CAN"
0709,Éteint,2025-12-31T21:15:39,Permis,1077,248590.5049999999,5185510.943,-71.2364792434364,46.806782218800066,"535-545 Rue Christophe Colomb O, Quebec, QC, G1N 2K1, CAN"
0710,Éteint,2025-12-31T21:15:39,Permis,762,248122.3839999996,5185188.941,-71.24257235947847,46.80384598324248,"508-530 Rue Marie Louise, Quebec, QC, G1N 3K4, CAN"
0711,Hors service,2025-12-31T21:15:39,Feu clignotant hors service,576,248519.0410000002,5185513.25,-71.23741579682923,46.806796943120276,"547-599 Rue Kirouac, Quebec, QC, G1N 2H7, CAN"
0712,Éteint,2025-12-31T21:15:39,Permis,573,248763.16399999987,5185718.52,-71.23424259824135,46.80866403818148,"303-375 Rue Kirouac, Quebec, QC, G1K 2A5, CAN"
0713,Éteint,2025-12-31T21:15:39,Permis,764,248992.34337500017,5185952.794500001,-71.2312685107131,46.81079070885812,"12-44 Rue Demers, Quebec, QC, G1K, CAN"
0714,Éteint,2025-12-31T21:15:39,Permis,238,248755.33499999996,5185777,-71.23435233184917,46.80918944437795,"311-399 Rue Hermine, Quebec, QC, G1K 1Y9, CAN"
0715,Hors service,2025-12-31T21:15:39,Feu clignotant hors service,866,248462.2000000002,5185544.2190000005,-71.23816429782111,46.80707072807428,"560-586 Rue Hermine, Quebec, QC, G1N, CAN"
0716,Éteint,2025-12-31T21:15:39,Permis,457,248625.74799999967,5185487.918,-71.23601468969662,46.806578064700886,"520-546 Rue Châteauguay, Quebec, QC, G1N, CAN"
0717,Éteint,2025-12-31T21:15:39,Permis,1075,248984.90799999982,5185784.024,-71.23134535084463,46.80927188914683,"183-193 Rue Châteauguay, Quebec, QC, G1K, CAN"
0718,Éteint,2025-12-31T21:15:39,Permis,240,249148.66000000015,5185671.562000001,-71.2291862150277,46.80827391102179,"609-633 Boul Langelier, Quebec, QC, G1K, CAN"
0719,Éteint,2025-12-31T21:15:39,Permis,765,249058.2121249996,5185699.340875,-71.23037461513717,46.80851624367195,"600-654 Rue Colbert, Quebec, QC, G1K, CAN"
0720,Éteint,2025-12-31T21:15:39,Permis,580,249085.0273749996,5185731.823124999,-71.23002724277416,46.80881068362017,"605-633 Rue Yvon Guillou, Quebec, QC, G1K, CAN"
0721,Éteint,2025-12-31T21:15:39,Permis,1076,248988.23699999973,5185822.615,-71.23130644004047,46.80961931829908,"531-549 Rue Signaï, Quebec, QC, G1K, CAN"
